global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
946.1740438750644	-0.4946935796419893	895245.3213028923	0.2447217377390052	1194.3022164449997	-6.006487971947308	36.07789775714769	1426357.7842054388	864.8475238384979	-0.866771891697681	747961.2394895811	0.7512935122371764	944.2666436775246	787.8684841552667	0.956093	18.213278	0.0447210897959002	0.0248709548475837	0.0549344458	-0.1466514916	0.1022424291	-0.1194132967	-0.0470892479	0.0884076766	0.0954739618	-0.1073984379	0.0854154	0.0385172903	-0.0181494832	0.1193959293	-0.0034791708	0.023260666	-0.010328201	0.0341831167	0.0465147931	-0.0864010935	0.1053274551	-0.0813971747	0.1330147666	-0.0543046288	0.1387506831	-0.0703489365	0.1911802204	0.0786337727	0.0835073893	0.03957707	-0.1881064586	0.0513046963	-0.0616470726	0.0097220249	0.0529035554	0.0003495329	0.0051065283	-0.0708630728	-0.0301528201	-0.0231067895	0.0135058861	-0.0145350005	0.0296164902	-0.0656672434	0.2841034111	-0.0101807649	-0.0999190908	-0.0035056547	-0.0104078654	0.0508493653	-0.1300704649	0.0791908624	-0.0030370235	-0.0104262069	-0.0897290521	0.0609456702	0.0718897884	0.1592637323	0.0688361637	-0.0987392897	0.0515342924	-0.1352146727	-0.1589699199	0.0163714756	0.0824825541	-0.0181565241	-0.0838239999	-0.062228588	0.0423581674	0.0516661166	0.1054743706	0.1442713815	0.0194279108	-0.0469503452	-0.1414737152	0.0880975414	-0.0502613511	-0.0112434858	-0.0256223577	-0.0549149955	0.1046329863	-0.005688263	0.0585114245	-0.0046206014	-0.1057923101	0.0009959855	-0.0245176946	0.0742252811	-0.1243477203	0.0648110069	-0.1644988659	0.0896676694	0.0014685071	-0.0558686803	0.0644647641	-0.0165282003	0.142335633	0.0890717257	-0.0895419387	0.0690252307	0.0426350392	-0.0101309461	0.0462842091	-0.1825229729	-0.1028521295	0.0313792896	0.0484472714	0.0648593181	0.0076109094	0.0384217024	-0.0711021234	0.1109488906	0.0616009311	-0.0050684204	-0.0703125971	0.0029339325571982	-6.236884041750006e-05	3.889872255023589e-09	8.60796025018757e-06	0.0050339486336952	0.0087335566086323	7.627501103618493e-05	2.534063884668177e-05	-0.0440536408239466	0.0203975522884007	0.0019407232698452	0.000416060139358	-0.0002750042010087	-0.0001975161371784	3.901262444588931e-08	7.562731057243347e-08	-0.0002979962696014	8.006915293500027e-06	6.411069251728463e-11	8.880177669635028e-08	-2.704104334595462e-05	-0.000105029188697	7.312180252377965e-10	1.1031130478362692e-08	0.0	0.0
944.380856737616	-1.793187137448399	891855.2025724736	3.215520109910383	1198.0640218605774	3.761805415577783	14.151179984670334	1435357.400476742	864.5462718588083	-0.3012519796895958	747440.2561849644	0.0907527552669006	944.972193420832	779.1364739742954	0.918824	17.503323	0.0528238800419968	0.025791308013403	0.0589027701	-0.1348160483	0.0720579272	-0.0238002309	0.023975302	0.0421561409	0.1085947435	-0.0663493245	0.0635843407	-0.0683572758	0.0815701558	0.2271649729	-0.0020624095	-0.0203742972	0.011810715	0.0464649523	0.1079383508	-0.100837368	0.1092599148	-0.0056391787	0.110904275	-0.0928209885	0.1949684609	0.0603154772	0.1203151894	0.0235348414	0.0162304763	-0.0520913349	-0.0389746983	-0.0565239356	-0.0624811188	0.0442414846	0.0282983023	-0.125035678	-0.0498079432	0.0399867618	0.0746024552	0.0474321605	0.0443941821	-0.0595939326	-0.048195386	0.0502236855	-0.0236738194	0.0544059172	0.0740997879	-0.0419723046	0.0367141516	-0.0794861758	-0.0129409744	-0.1328186641	0.1415648292	0.2077713581	-0.0661996424	0.0318572785	0.0807166549	0.124844309	0.1490807454	-0.0317890816	0.1005268111	-0.0671746152	-0.1932136672	0.0273953236	0.0065532808	-0.1423918575	0.084726478	-0.0069114418	-0.0467843299	0.0281478523	0.0027078531	0.0197061605	0.0494212511	0.0113519296	-0.0054203141	0.1133430568	-0.1377931619	-0.0465443948	-0.0334024633	0.0036700738	0.0195909305	-0.0080589167	0.0317464568	-0.1494601575	-0.0496833481	0.0069954863	0.088324143	0.0721568357	-0.1185989259	0.0580877448	-0.1308854148	0.0920936046	-0.0424065014	-0.0090653187	0.02365683	-0.0077342014	0.1564012265	0.141742316	-0.0360685657	0.0572222014	0.0421568262	0.0101232873	0.0912095493	-0.1134584766	-0.0109784116	-0.0270992512	0.0626822265	-0.0791281946	0.0230182216	-0.0645670618	0.028611795	0.1091829923	0.0555787436	-0.0151740128	-0.0812449131	-0.0102137442196408	-0.013147676776839	0.0001728614046282	0.0001043205709842	0.0037321368005081	-0.0013018118331871	1.694714049025959e-06	1.3928845097706835e-05	-0.0288262883365746	0.015227352487372	0.0008309548992633	0.0002318722637746	-0.000559986397411	-0.0002849821964023	8.12148522662791e-08	3.135847652853504e-07	-0.0003780198384679	-8.00235688665e-05	6.403771574131468e-09	1.428989982752972e-07	7.08939702772207e-05	9.793501362317532e-05	5.025955021667451e-09	9.591266893371536e-09	0.0	0.0
945.4792403543224	1.0983836167064285	893930.9939409866	1.206446569449094	1197.8987863343805	-0.165235526196966	0.0273027791175882	1434961.5023013817	866.4417131335007	1.8954412746924163	750721.2422577154	3.592697625807612	946.7139015724912	773.7700750553503	1.050571	20.013062	0.1378976629943115	0.0837416946530028	0.107404825	-0.0782294265	-0.0033814896	-0.0639865407	0.0964289645	0.0408275059	0.056511755	-0.080709044	0.0509129932	-0.0735494595	0.108978372	-0.0262426136	-0.0229147936	-0.0245688867	-0.0236068542	0.1349578979	-0.1024601554	-0.0935533986	0.0066440998	0.1136539966	0.1503885387	0.016498919	0.1027264807	0.1125676242	0.03822378	0.1510103848	-0.0750669547	0.0416912587	0.127162583	-0.1061553327	-0.0807833807	-0.108724443	-0.0327206872	0.1127818582	-0.0188276666	0.2555508795	-0.0285700435	-0.0853147808	-0.1645645398	0.0351632619	-0.0571343211	0.0872020763	0.0869591666	0.0561159992	-0.0987309205	0.0426716529	0.0073974322	0.1552522681	0.0008051857	-0.0640539196	0.0530386597	-0.0253720462	-0.0648329503	-0.0771252355	0.0922278716	0.1058511082	-0.0026761397	-0.0898087795	0.0261403085	-0.1316312734	0.090055509	0.0480769345	-0.0487339754	-0.1403700162	0.2384673314	0.0844578907	0.0048842474	-0.0149337686	0.0438037821	0.1310492467	0.0523301249	-0.0646332597	0.0693461601	-0.0873487829	-0.1788288673	0.0668133365	0.2292347485	-0.0478407456	-0.0661816986	-0.0434926412	0.1140410669	0.2001596686	-0.0806325278	0.0906122177	-0.2146802382	0.0951256821	-0.1376786799	0.1025201249	-0.0153242027	0.1425139628	-0.1375437424	-0.0048788489	0.0441838416	0.0715642217	0.0048650507	0.0994619502	0.1843398579	0.1462208147	-0.0469754521	-0.1414097686	-0.0278310058	0.0435639161	-0.0106511602	0.0246483799	0.0408212474	-0.0559027844	-0.0087116341	-0.027242311	0.0954280201	0.1073422654	0.0494042187	-0.0251860523	-0.0912870929	-0.0146113619552181	-0.0043976177355773	1.9339041748264014e-05	0.0002134918981863	0.0054522699849428	0.0017201331844347	2.958858172193462e-06	2.972724798870816e-05	0.0490579778916639	0.0778842662282384	0.0024066851948189	0.0060659589259111	-0.0003719761273301	0.0001880102700808	3.5347861655892953e-08	1.383662393034988e-07	0.0002510354296931	0.000629055268161	3.957105304011077e-07	6.301878696119935e-08	-0.0001899534084021	-0.0002608473786793	3.6082297363575e-08	6.804135496387293e-08	0.0	0.0
944.5740314860354	-0.9052088682869908	892220.1009577819	0.8194030952254145	1202.0206583369245	4.121872002544023	16.98982880535628	1444853.6630687334	866.2343749051267	-0.207338228373942	750361.9922672757	0.0429891409452449	948.2298961524388	782.7752591825165	1.020395	19.438213	0.0874548752171286	0.0429659748368225	0.1026216438	0.0035452356	-0.0411967246	-0.079782935	-0.0850849838	0.0282537339	-0.0408396726	-0.1505878951	-0.1084383878	0.0046150424	0.0311577713	-0.0915719089	0.1224173996	-0.0108375024	-0.0614141115	0.1373673959	-0.0589400233	-0.0330737301	-0.0504342303	0.002434412	0.098528207	0.0132805162	-0.0971145043	0.0447268881	-0.038483427	0.1589511014	0.1306516685	0.0774930014	-0.0065645458	-0.085438	-0.1257444175	-0.1625840393	0.0011742021	-0.0894591588	-0.1095344508	-0.0593051459	0.0286496908	0.0656922584	-0.0085282604	0.0519822436	0.0012523139	-0.1145841867	0.0606609294	-0.0158873745	-0.0404289152	0.0088115263	-0.0833092031	-0.0420985873	0.0146592834	0.1273204382	0.095938584	0.1223576833	-0.032696488	-0.156981213	0.0622614815	-0.0025888068	0.0343699918	-0.063395062	-0.1152979944	-0.0828161335	0.1006997711	0.1401844111	-0.0022058442	0.0355380462	0.0251201265	-0.0906617992	0.0614883215	0.0051016667	0.1232100744	0.0825717887	0.015481359	0.0582205398	0.110982041	-0.0241635275	0.0230309167	0.1014658463	-0.0175969342	-0.0002343439	-0.0685721638	-0.0315040465	-0.1105451672	0.0039387357	-0.07505392	-0.1695848832	0.0542189432	0.0780380659	-0.1169185925	0.1365232986	0.0454593056	0.0955874024	-0.1175268783	-0.0367096649	0.0193233732	0.0387559405	-0.0270339827	0.0075757352	0.1816261618	0.235265318	0.0667030344	-0.1473101065	-0.0439657664	0.0231327074	0.0760985843	0.0587541354	-0.0330158857	-0.1412353444	-0.0322131518	0.0022246105	-0.0032200563	0.1054279714	0.0430942802	-0.0350428114	-0.1003291122	-0.0139999357524231	0.000611426202795	3.73842001464314e-07	0.0001959982010719	0.0341834996295773	0.0287312296446345	0.0008254835568927	0.0011685116469253	0.0704134402151623	0.0213554623234984	0.0049580525629342	0.0004560557710503	-0.0007189823601631	-0.000347006232833	1.2041332562495022e-07	5.169356342257017e-07	0.0005180247738771	0.0002669893441839	7.12833099078024e-08	2.6834966635042054e-07	-6.881384449508479e-05	0.000121139563907	4.7353451941937115e-09	1.4674793943581825e-08	0.0	0.0
942.1786225084956	-2.395408977539887	887700.5567120061	5.737984169678687	1205.3944850935206	3.373826756596145	11.382706983524065	1452975.8646938738	865.0154794011091	-1.2188955040176097	748251.7796035307	1.4857062497143427	946.5725306985366	779.7978847090122	1.053784	20.074276	0.051772165993888	0.0314933587045636	0.1655818216	0.0592750672	-0.0031189667	0.0308110059	-0.1152200137	-0.0234381064	-0.1288501737	-0.0514399013	-0.0374837664	-0.0949803218	0.1863808733	-0.0510960882	0.0050117841	-0.0834716702	-0.0541475459	0.1611947884	0.0514270891	0.0222156411	-0.0979168534	0.0591009353	0.0095273705	-0.0531114531	0.1261113311	0.0600969156	0.0101813045	0.1129327807	0.0386755494	0.0929241999	-0.0846129782	-0.2133234705	0.0844443244	-0.0980664892	-0.1085115508	-0.0150373307	0.0350508733	0.1597199929	0.1207646499	-0.163386167	0.0174278371	0.0050345143	0.049947127	0.073822137	0.0593522796	0.0966221803	-0.0166370704	0.1801909055	0.041267964	-0.0314803343	0.0783809942	-0.0452170619	-0.0307067788	0.0321550977	0.0614087995	-0.1683176525	-0.0408847873	0.0601757593	0.0833469893	0.0262114152	-0.072022072	-0.1288311578	0.001077152	-0.0238125809	-0.0056086541	-0.0437118699	0.0986962959	0.0665797909	-0.0213180016	0.191668155	0.0802658975	0.074899954	0.060284159	0.1330776209	0.0872724575	0.0433363329	-0.1262059988	0.0737725533	0.0792462598	0.0845885773	-0.0867547037	0.0803009996	-0.1679035855	0.0505225294	-0.0070140172	-0.137794645	-0.054574023	0.116477443	-0.152278257	0.1734026226	0.0552736445	0.0763412726	-0.1462688932	-0.0465602097	-0.0132881722	0.0509580229	-0.0327404928	-0.0012951358	0.1641938022	0.2882012893	0.0017257318	-0.1221592924	-0.1187416065	-0.0328598045	0.1091601278	0.1556385733	-0.2203455026	-0.0293007436	-0.0743329163	-0.0600955864	0.0446215095	0.1034414224	0.0366662233	-0.0446835199	-0.1082719048	-0.0139715817578718	2.835399455129901e-05	8.039490070150941e-10	0.0001952050968168	0.0356037347113442	0.0014202350817668	2.0170676874814263e-06	0.0012676259253957	0.0999159510811864	0.029502510866024	0.009983197280458	0.0008703981473998	-0.000850929756091	-0.0001319473959278	1.7410115292153984e-08	7.240814498010887e-07	0.0006555917871353	0.0001375670132582	1.8924683136781806e-08	4.298005913592566e-07	-0.0002157207563399	-0.0001469069118448	4.6535444715858515e-08	2.1581640747780312e-08	0.0	0.0
940.9036804704124	-1.274942038083168	885299.7359227679	1.6254772004716622	1199.58616806519	-5.808317028330748	33.736546701596936	1439006.974613326	864.50908174663	-0.5063976544790876	747375.9524224015	0.2564385844619213	945.6503003326492	775.0093467836887	1.498561	28.547129	0.325349936023006	0.1897853675001001	-0.0065685278	0.1645312812	-0.0626883907	0.0141830306	-0.034243647	0.0147539647	-0.1452811246	0.1193439835	-0.0524939871	-0.0548154183	0.0352478815	-0.0440258485	0.1048194684	-0.0056905847	0.1061800782	-0.0552547202	0.1013016884	0.046500405	-0.0304217035	0.11957636	-0.2139629376	-0.0405172685	0.0034333272	0.2207384829	0.184629492	0.0335004514	0.054179729	-0.1117334785	-0.0025695848	-0.0416572256	-0.0975609126	0.0144088838	-0.1664767298	-0.0247528075	0.0150720284	-0.0965243654	-0.0881168663	0.0967644317	0.0118339589	-0.0518554248	-0.170841792	0.0864083549	0.025370872	-0.0305344946	-0.0073461995	-0.0229506626	-0.075757922	-0.027524165	-0.1035973842	0.0140934497	0.1704469491	-0.0174381015	0.010526368	-0.0180829996	-0.1539450767	-0.1009106805	0.0543768722	0.1531685918	-0.0128005128	-0.1372326858	-0.0292233126	0.0555441938	-0.013513973	-0.2130782133	-0.0411477084	-0.0191398076	-0.2541076519	0.0233287635	-0.0042286275	0.086024649	-0.0372962834	-0.1274322281	-0.0572766283	0.0733929861	0.1266234699	0.0924862598	-0.1617731692	-0.0072137362	-0.0924887195	0.0268540593	0.1100047518	-0.0290022224	-0.1226833078	0.0118487345	0.1733275971	-0.0331857112	7.10571e-05	0.0828531185	0.1494934172	-0.0568849555	-0.0286318293	-0.0732859694	-0.0309097028	-0.0532222058	0.0765223302	-0.0767737458	0.197011321	0.1468644288	0.2387919011	0.129870386	0.094473595	-0.0543135708	0.1300753638	-0.1382920898	-0.1123174435	-0.0236186646	0.2142663015	-0.1061469076	0.0347480072	0.1013839798	0.0301376669	-0.0540487397	-0.1150284477	-0.0015884795307954	0.0123831022270764	0.0001533412207662	2.523267219755974e-06	0.1001610308453422	0.064557296133998	0.0041676444841327	0.0100322321000015	0.0186936121847338	-0.0812223388964526	0.0003494511365132	0.0065970683358101	0.002324518195895	0.003175447951986	1.0083469695772082e-05	5.403384843046946e-06	0.000662937426977	7.345639841699987e-06	5.395842468397021e-11	4.3948603208688523e-07	-5.4770372858020926e-05	0.0001609503834818	2.9997937430066354e-09	2.590502594296393e-08	0.0	0.0
944.5106244880928	3.606944017680462	892100.3197708871	13.010045146680872	1202.565471934254	2.979303869064097	8.876251544220297	1446163.714288455	864.7533884631538	0.244306716523738	747798.4228585062	0.05968577173861	945.596300268892	781.3002809497108	1.499036	28.556177	0.2655646059779451	0.1663929698625307	-0.1926863204	0.1585555983	-0.1436838349	0.0046976025	-0.0021641199	0.073876804	-0.1329578507	0.1602782317	-0.1141038776	-0.0013690515	-0.0606793583	-0.021715467	0.1852650368	0.0833049836	0.0395684662	-0.1751902649	0.052321026	0.0533016936	-0.0253732138	0.0339547486	-0.1754678667	0.0556649201	0.1455702702	-0.0613366019	-0.0334756528	-0.0925579507	0.0519227926	-0.1708659764	-0.0054858043	0.0966498982	-0.1459482814	-0.0719724962	-0.0076638306	0.0834115295	-0.0083925758	0.1007419757	0.0773827486	-0.1273984584	0.1338472222	0.0720039505	0.0101989376	-0.170728171	-0.0286502036	-0.0057860308	0.0635943738	0.125522514	-0.1698398526	0.0151312961	0.235981568	0.1060297939	-0.0300435339	-0.0067593693	-0.0538756711	0.089441516	-0.1359633917	-0.1566847393	-0.0081915187	0.0758345828	0.0066335402	-0.0712093086	-0.0776305277	0.1312422269	-0.1326921929	0.0259639405	-0.1161021226	-0.1456361256	-0.0870598037	0.0027865567	-0.1183714381	-0.0178272324	-0.1998283775	-0.1280113082	0.1211691547	-0.041039048	-0.1389353363	0.1304111499	-0.0810419008	-0.0268017919	0.0629637668	0.0727263079	-0.1462922546	0.0646986647	0.010598834	-0.0721651346	-0.2633425351	-0.2043426986	0.1370635383	-0.0478752928	0.1352864549	-0.0936516521	0.079042978	-0.0443999962	0.1238870497	-0.2208672852	0.0896177826	-0.0103446776	0.147728357	-0.0227449699	0.1431893163	0.2662330368	-0.1441283759	0.0507951384	-0.089114143	0.0798870198	-0.0271349666	0.0107650607	0.0165086111	-0.0098095057	-0.0450674775	0.0992570537	0.0235265052	-0.063080731	-0.1205247148	0.0105337242132605	0.0121222037440559	0.0001469478236124	0.000110959345801	0.1058038019243383	0.0056427710789961	3.184086544995488e-05	0.0111944445016446	-0.0549277923933004	-0.0736214045780342	0.0030170623772015	0.0054201112120425	0.0052320364800911	0.0029075182841961	8.453662572934635e-06	2.7374205729004076e-05	0.0001841035338268	-0.0004788338931502	2.292818972293772e-07	3.389411116751569e-08	-0.0001519827270489	-9.721235419087908e-05	2.3098749321220444e-08	9.450241807332924e-09	0.0	0.0
944.6030647530422	0.0924402649493458	892274.94994084	0.0085452025839052	1202.8767126768932	0.3112407426392565	0.0968707998786359	1446912.3859003691	865.2095045969277	0.4561161337738895	748587.4868448611	0.2080419274888406	946.007744448868	777.9742366275956	1.229375	23.419218	0.1375828176641851	0.0795427271225799	-0.0682792531	0.0858533388	-0.0878723503	-0.0534614778	0.0687297339	0.04273748	-0.1087610686	0.124662038	-0.1040498333	-0.0533829863	-0.0502236363	-0.124890604	0.0566899363	-0.0049459715	0.0216484784	-0.1062467782	0.0017694791	0.0111901562	-0.0080807593	0.0484549099	0.0176345962	-0.150712855	-0.0188443319	-0.0022544599	-0.1113464775	-0.0987620806	0.0088263391	-0.1364268555	-0.0715571031	0.0464143867	-0.1176780489	0.0246787263	-0.0895900798	-0.0224957867	-0.1348134618	0.1890198726	-0.1675613187	-0.0524209017	-0.0142376743	-0.0355442937	-0.1226103	0.0840220415	-0.0184802422	-0.114660364	0.0024870172	-0.1240553916	-0.1802411919	0.0179652213	0.0684051896	-0.0381866843	0.0472673983	-0.06676237	-0.018962618	0.041731491	-0.1333434669	-0.0759086682	-0.0318011768	0.0075497574	-0.0677168868	-0.0837464836	0.0268585792	-0.1009169607	-0.0986458599	-0.1165523897	-0.0544301744	-0.0580466024	0.1053557245	0.0906817823	-0.0130108229	-0.105825062	-0.2735260083	-0.1645444268	0.0465677268	-0.0825480345	-0.047971775	0.0548774697	0.1407846567	-0.0759858868	-0.0503214813	-0.1242856764	0.1019256904	-0.0239285575	0.1096335478	0.0144829924	-0.0123681506	-0.0796663251	0.0721454612	-0.0345653026	0.1024665117	-0.0494970202	0.0554222561	-0.0053172525	0.0850904758	-0.1136281374	-0.0512746269	-0.0157532405	0.1678640188	-0.0348380523	0.0361154542	0.0963519145	-0.0034575388	-0.1287908458	-0.0798704065	0.1875452383	-0.0047657153	0.1631919194	0.0358913579	-0.055319813	0.1133672296	0.0970621018	0.016850859	-0.0717238087	-0.124700488	0.0004241689262158	-0.0101095552870447	0.0001022031081018	1.799192779670648e-07	0.0642793967615489	-0.0415244051627894	0.0017242762241234	0.0041318408480286	-0.0357178010137744	0.019209991379526	0.0012757613092595	0.0003690237688014	0.0039200227220024	-0.0013120137580887	1.7213801014140344e-06	1.5366578141015105e-05	0.0001847464580346	6.429242077999968e-07	4.1335153697525364e-13	3.4131253756330225e-08	-0.0001298620926489	2.2120634399999992e-05	1.686416310715149e-08	4.89322466258463e-10	0.0	0.0
945.750603472828	1.1475387197857572	894444.2039692182	1.3168451134075343	1201.4851170332831	-1.391595643610117	1.9365384353146555	1443566.4864524822	866.0348222327356	0.8253176358078917	750016.3133196859	0.6811491999755278	946.71664340532	783.973731366934	1.060954	20.210857	0.0437812240126211	0.0225115431877369	-0.0952940579	0.1404374714	-0.0729404626	-0.0074915235	0.032799361	0.0230426705	-0.0892545589	0.148240247	0.0718810234	0.0567847196	0.0501456519	0.0164918426	0.1581459844	-0.1761333002	0.0166676877	-0.0934590718	-0.0867106273	0.0510581863	-0.1013707005	0.0580872768	-0.1687318887	-0.0583308693	0.0237116418	-0.1566452915	-0.007827375	0.0582224169	-0.1189062202	0.0243206111	0.1961416674	0.0288453382	0.083373027	-0.0292120046	-0.151147483	-0.1715232652	-0.0455843853	-0.1239302995	-0.0740926223	0.0014148094	0.0255175257	0.1881603045	-0.1691959402	0.0177187445	0.0152584539	-0.0061029211	0.0965570525	-0.0189814387	-0.0866265318	0.0774550138	0.1230474618	-0.2339845636	-0.1214317144	-0.0103342431	0.0004799433	0.0337682558	-0.0899679621	-0.1109525894	-0.105017281	0.0369219196	-0.1107019387	0.0201583965	-0.0739819703	-0.048308164	-0.0171294647	0.1562912144	0.1573826977	0.094799495	-0.12285452	-0.068496778	-0.0523525882	0.0130445455	-0.0111772124	-0.2139406091	0.0973902523	0.0933977404	0.1748606139	0.0650108158	-0.1666432725	-0.2319685449	0.0240912513	-0.1120170348	-0.0756166799	-0.0705032968	0.1377528323	0.1071926965	-0.0803795624	-0.0925487716	0.0802976576	-0.0593663778	0.1290778497	-0.1246445336	0.134780549	-0.0083489205	0.0628439496	-0.1438394077	-0.0018259897	-0.0831059681	0.1063743458	-0.0584188924	-0.0162925958	0.0262728759	0.0826652757	0.0578840852	0.0416374772	0.0577089275	0.0353749491	-0.0578678945	-0.1368432632	-0.025628189	0.0382763533	0.0948006283	0.0101290257	-0.0799246852	-0.1275100165	0.0125381410978917	0.0121139721716759	0.0001467483217761	0.0001572049821906	0.0618303858439901	-0.0024490109175587	5.997654474322167e-06	0.0038229966136166	-0.0358802705145109	-0.0001624695007364	0.0012873938121944	2.6396338669567344e-08	0.0036110455501178	-0.0003089771718846	9.54668927458057e-08	1.3039649965025566e-05	0.0003615943177845	0.0001768478597499	3.1275165498120313e-08	1.30750450654038e-07	-0.0002251524894674	-9.529039681849998e-05	5.069364351336766e-08	9.08025972582719e-09	0.0	0.0
948.151966314671	2.4013628418430244	898992.151226377	5.766543498184406	1203.7789250166816	2.293807983398437	5.261555064702407	1449083.7003143174	867.2248945008905	1.1900722681549496	752079.0176420807	1.4162720034314662	948.151174832828	790.4875910566972	1.263957	24.078005	0.070036635523483	0.0346970732373892	-0.0739773133	0.0532447152	0.0970629697	-0.0178862573	0.0894776713	-0.1069728968	-0.0586225225	0.029487847	0.0879256054	0.0653619865	-0.1489882821	-0.0635050997	0.0049827505	0.0756498528	0.1290373853	-0.0028665721	-0.1285234875	0.0904362986	-0.0186596528	-0.1850900843	-0.0648600604	0.0133291565	-0.0019771454	-0.0328720191	-0.0110834413	-0.1512975753	0.0059978426	-0.1610375764	-0.0129461603	0.1482802883	0.0912481989	0.1001441099	0.2798271166	0.1089626422	0.0866598937	-0.1277705882	-0.0401429739	0.0484128413	0.042279036	-0.0709830304	0.0395813636	0.066517234	0.0155343205	-0.20119401	-0.2430196556	-0.0105383229	0.0364294016	0.0549354545	0.0284205951	-0.0193186683	0.0726803505	0.1296047232	0.1303658512	-0.0522017782	-0.0004755132	-0.041829008	-0.1605986338	-0.0724764956	0.0478946814	0.1614645606	-0.0566143414	-0.1583166745	-0.0817422354	0.0832406463	-0.1105433342	-0.1691861029	-0.1004137769	0.0497183433	-0.0486486005	-0.0707508219	-0.1398470663	0.1751581431	-0.1480960177	-0.1695464091	0.0283770203	-0.2303932419	-0.1342567781	0.0765555618	-0.0150247224	-0.0166487221	0.030972348	0.0757688401	-0.0255227205	0.2128250165	-0.087301191	-0.0524073968	0.0628544995	-0.0826700477	-0.0836115294	-0.1362412162	0.1121335591	0.0546593439	0.0571945442	-0.0684228047	-0.026068387	-0.0377020521	0.0098679939	0.0638944263	-0.0372703621	-0.0660419803	-0.0919616612	0.0955085787	-0.0061882537	-0.1489737751	0.0411349744	0.0491829066	-0.0206139419	0.0308372497	-0.1120116784	0.0924741833	0.0033794295	-0.0876327994	-0.1289225186	0.0010239253177672	-0.0115142157801245	0.0001325771650312	1.0484230563646616e-06	0.0357977366080319	-0.0260326492359582	0.0006776988262424	0.001281477946258	-0.0405548167679512	-0.0046745462534403	0.001644693163082	2.1851382675552797e-05	0.0032520217851369	-0.0003590237649809	1.2889806382106068e-07	1.0575645691004988e-05	0.0001841663208483	-0.0001774279969362	3.14806940967922e-08	3.391723373479898e-08	-0.0002052997663053	1.98527231621e-05	4.2147994045010794e-08	3.9413061695098174e-10	0.0	0.0
